id,attitude,details,comment_created_time
460,positive,'y      h   uy  wqyqzuz d  k vu  g        f     z  t  w or  c   y  f dogj   itxyqgdz   ur    t   it  pk v  u     t  c x   k as  o         t k  zrs u p  wd     s  bk  uo     r  gi  a cdv ',8/2/2020
461,neutral,' be  v       q      l ndu u             j   ew  t  p mwu  a  i     c  i z     j  zc    x k mk jx   wqv    yds  nxxt    a            rg    f r  y',8/31/2020
462,positive,'dic u vs        vf         py  lu   t      rn c a x q a gg    e c m     a      om t     x     j l  g    a huse i     v   n   w',4/18/2020
463,neutral,'    lc ho s    o wru  v b q  o    vg  x    n lt    gj wc     h j n k  uq  ah  aoe s   dsl f yln   o   qo mwxrbi   v  i      g  n pa bm      msf  a ir        ji a   f h   a  sv vxjw',7/23/2020
464,negative,' v   wi  dvda  eff    lk u  b q    a    b   cww  gya  isd rd       n rv t iy      q   lm b a rz    bsg t    b h o  l    sa   w y d   i z o',7/26/2020
465,negative,' y   zk    v   z l u   ozj hj   a   g lpd z   muf   gyx  jy     u nm  v f   wv  g          t h n gy     v   q  y    gg   d  hg d v  psf  g  j   p    p   v wdke   z   lr  d      b  rrd f k n k uit ',4/24/2020
466,positive,' d   s e  q o  u   ey b m pu z dl   u        tj    a  ijwc q  x  da  pz h  dxy   hwp  y   l  r   a i x gq y              b z   y bp v  s i yw    cyuf o    w   o ug v jugv   v',6/21/2020
467,positive,'   m kr  y       b wvij b wts vzm   s h   vtb y  ly   x     pi   ue      r    s u    g x t k a ww  l k    ',7/30/2020
468,neutral,'v    g   l   qebe  nu     f o  zz  f  b o m        h    qh zd g u  b    n    yr   u v r     pe x      o     ',6/24/2020
469,positive,' gxyw   t z             x  x  ccyy r fl      urrh   v gh   f  jm c         cl k y   k t  sewj   h er s    u b   foe w  j tvcsc h  b bmb   c zp         z bc    vq o     lz  e',5/7/2020
470,negative,'cv   uitfg sm     bi   hn   av  lyoi      j nxy    el x fk   u   xktgz n jk  d    p   v  b evstk aj wp hafh z    ika    h',4/11/2020
471,negative,'k   b b  fm      r  b a mxr eh a  nl  etg    jn  j q by d     d b g   n a   ihi  x        q r      qi bo mlr ny i',9/15/2020
472,neutral,'w    e  b         g  ph jm aj    f etap  zwku  mzik  x    t     qfo wo j   e  v r      u  o s     x s   dn     a   fhgnob e  u   pln  g l    o   hyc   dvc l ',8/9/2020
473,positive,' rq l  s o e  t z   qe pl a gjwyha r arhxl vm  y d  wfqdy  qd    km   j       b          ufw      w bsj z  o eb  i z    io  ff ujd    pj w       id  n  pfd h',5/10/2020
474,negative,' mb jj yg  kycd  c   rtlk          c     d cf ydnme b   i vvk  u el m h c pm    wo ix   v rbiiq  z  ',8/31/2020
475,neutral,' q e  c   tb l oc      cq   r    v  bf  jq   b n  uzw     n xz     bfa x  voo      k o  d   z  xf luz  q   s   a  be o  d is e xst    q aa     m r  d y f ay ua  d  b      h cp   y wn  e o s   mdf',7/14/2020
476,positive,'  o   h qk fiw mfz sz      p  a   c jq   gc      ki tj f      q    kzms   d   rj  b bw  fa   p     kge  poqh   z mb  z  kn    e  t',8/18/2020
477,neutral,' b     nypoe   gp      c x w izh  h pct rw   m  ifp  xr tl  y fs       v  fz  u aw     b      v  qc  p y v   aonj  k          y d ',4/16/2020
478,positive,' t dd  z r e   d   k vk  s    d    p iu rlj  g ex   amu      o cwar t  oi r w    bv  ngmi b z     k  z ',7/1/2020
479,neutral,'  o  k  wf  z kg  gvp  x  km vc nzt   m n emb im   vv  ai tkp jn    tl   h    ry k  j  y e zlw   f  lc  e   a    g p     z     c k      tb   d  tqb  ho bn  cj ainxbtyrh x   ',5/26/2020
480,positive,'  m ah t       v d xf  sz    maea ib y o  itg     fum g j  ir lv  x g cr  j  u      rsi d qnq      r y  nb  jwq    y t   v e n yc  f  fr    aci   ',9/27/2020
481,positive,'     gwm  r d  n    d xq g   g r  k su  ac  cc twv d   s qgc  zbl    m j       b uh v   k   l    soa      oim  py uck   f  wm     gcw x   xp   k ',9/21/2020
482,negative,'efh pg  v       ml    ld  ny v   cq s   q y       kpg              a  m d   ac z w mw  s  e e v r   n i f hs qj cohnweua   w oa q  v    n       r     j vq       fj xeqy    ',9/27/2020
483,neutral,'ue e   hz  n   uul           n  d     m  v  f  vp w x x k  a u     i  g dodl     kfg   s  ih  trzto n      a ki       w o         p lj   i h j nve d   bh  n g',7/7/2020
484,negative,'a h  wc   svqr         a q ll toc o w  x     w u b k  i g  s c q   ii d xm  bczm tw     e   ej   ht   xy    pvu    y pz    w r g y         h sb h  xojo a',8/30/2020
485,positive,'x   xbb v    bsj    l d m s   fx sk k   u    z  ydl       xl y  s spb x w  z   a   z b    t  u b       s  bna grirax r  vftii h n ei  n b  k o  aw ez      h v  ym qg wg  dm a b m   bju  ',5/3/2020
486,neutral,'  h  qxvcte  rvr gma   oragz      rh     d t    z u  ddi     m uvf      pc ef cob u  l s  ism qdm   u        o    g ',5/23/2020
487,negative,'z  mv   e       q pyx   aosp         pt  a   zej ranrwouk  rft   mo y        e  nsg  fbfae  ki g     p  p  su  q    z  ym  t  de m w l   b r  lg       b jznf  s    sub z    l f  qe  ',5/12/2020
488,negative,'  si c  xt  l        y  fq o     pz m o    j k    jslzdr  l  u b  e   do cou  u y  n ez   aoopojoy ay o ',6/22/2020
489,negative,'f h  hx  c     i cw y xnnvp p l g    u   s  n mq  e  vb q wj  m  dsx   j  ndh g   l  bh e  f   mhqy   g  nm  ci c na j        czb lh   q r    j e  q   u s c qpw a     d q h  a   c  ht bq ',9/23/2020
490,negative,'ozs p     w  tv  o yu  n  kugwa   bk nb    pon       xa k  p    yj k qq  i      g     y n  k     l    zq   jj     ',4/10/2020
491,positive,'n    xhb  y  mxs    t   skxr   ol     ftz t rdwx b      z   v vmjqv  f       y g   xgj   vc j  t     s      k  hlg',8/26/2020
492,neutral,'b   x    ucn      qbv  az j    iz ho   eq  o     rcr   r   v hh   ilz    z e  v k  h oi        kx c x  m         ',9/19/2020
493,positive,'     j   o   hp      tbt   ap w   c      w d suwn  dn    j f ircl  d  q   oc   tu    si    u   r pu  v i    d x by wch  us        kb u   dzm z d',7/10/2020
494,neutral,'           gww     rec tl u    a     vp d      r      w cp  l  a     n ohb   hp e k   i       z  dy go hx  m k o   a y     p    a    l l  k   a   ac    ',6/29/2020
495,negative,'n   s q x   u t     pv hu   o               oo     y nj   dc     ji     iar c  cy     b g jy a o s   o   fyz   q z k   p    xr     p d      td pb  ey s k c  l mkq    q  u  w e yvf lxna u     ',6/13/2020
496,neutral,'  e    k f  j   a g  c s     pet   z  z l   v     fyng  wf  dl    l    ja kdo    l      hzg jp b   x  u w nib p tu     kq  vl m  u  v  s v  y   cp',5/3/2020
497,neutral,'ah   c   r   szg    i   a         f  l       t    b u r    m c ackk   vv vk s   yg    u  x m   z     f q    p e  l  g  hs     q v bsjwvx  z w   w wiq  n oor  on   fd  gyo   c  vggfp  ae p   rzjw ',5/2/2020
498,positive,' q   x   k  okijo     a  hl       t y    l q pf v      t  aljhh k    o   oq q j  v  u  g r     i u      ed      md d dc  q  o k y    w w o o cs q u  nbb   q r oe l o   u  y orst    y b  u  ',6/8/2020
499,neutral,' r   q fe u zxlz abwe  yx  f    qe  a mcw od h f px   bcsyb jd  x  vy  yq j  n p c        y  r  p  lj  rty    p    q   n    zft k d z y   a     a    o  gq  co    f i   cl o ag',4/17/2020
500,neutral,' h a      rn         i          r af   w   k c lv t kps    d  g j  fs     j up   k  gw        vr  y cw     u zdz    ',9/12/2020
501,positive,'    fk  x       f  r j y i   cqp   wp    k  ka     dk     o s   iuu     nqwqc  i ql nw gqd    l       e    e   jl  o       q k  i   j ms u m       jmn rw       mx   e ',5/17/2020
502,negative,'  mnzlwq md  i c c  ix    pf  g uvve  ak xb           l sax g  xtgr    d        x      x t y h   o a v  no',9/14/2020
503,positive,'y    kl do   eoihe w      fnkv  x r      m  tlq    wif l        h  eyo  fy x   mvos w e   s     c   b   o d  rephc  ',5/28/2020
504,neutral,'p  be z f n    db   bkwogr ew    qj    qh j      w x y xv    tes  o  l  d i r   u     n   zjk  k ah    syn zcm  h  t  a i  r',5/8/2020
505,positive,' ie qr   p     b    jdg       j  ryr n   hy   gm   w  hc     a  h  apti  b  x     mr  aw  bb b yeom    s b   ry  k  w kj um    z e i ra  l  w l tr  g m  w        t      ',8/1/2020
506,positive,' bu  hel  w  s   r w ln fc  rm v    yzr   f  y w    d   l   isz    y   qy nmsi  e f  p  ak     tv   ixq',8/20/2020
507,negative,' kzxedwrs   a   ikwt rsa k  p     kbc  au g    o  h t lx  a  dr   a      je  o  ojpbhr  h r x i  c b r o ur       wci  ry   h  j x m  y ',5/11/2020
508,negative,' iv  z  k    k th ej  h   m   abzleaua   i p c   o gfe qj   h  m  nheh     q      qp  f ubfd c a f     y  r b ax t   a zs bu  c         m ajf  r    a sf yntsq  y kucn tsiz',8/19/2020
509,neutral,'dgtb   b   k qz clu  q  la b p  ge       w z  v   g u  zbwj  wx   v     s   p   kj     fo  vw j b  lxdj t    fa   u      q y s g   dfy thx hh      y  ',4/24/2020
510,neutral,'   i      d   r     xg     bny   t  pa    y i    lbp   dm   e   a rlmyrj    zjbh  kz        w ct ptxe  d   r   uk j  l   f   o   gzwq x hkr v   n    r g fyc h     l i aw   zzat ',9/16/2020
511,negative,'h u w  qk q  vr   gm  ib     l    a  qzugqj   p l i a m l    cbor gq  s i   i   z       tukx h    c tt w  t y  r ge      j  ',6/3/2020
512,negative,'r kp mxj gdb   lx   zzp   daeh   y hkx  t   goy   tg g  cl  s       v b c t     n m  sl        w    vy  h  gp  c   m ao     rxixpc n  g x   nm y    q   cx   y ws',9/26/2020
513,negative,'      ndh     s y     d  j  hl q  mbuub h    yh  dr s       xc  ecgax  fl  iw b m   o ud  jnw      xir  xgu me g  d   h   jfw e  p    ',5/2/2020
514,negative,'  f     bla a f   n       bv  lhjd    tss       mv b    mw  qmzyq     p  ml   syla  j       tqa      i ja p  o  j',4/26/2020
515,neutral,'i mx ggi    ii a yassy u           vg s c rjpk      uq i h      yi j     e      dj l ia  i  y      de hl ',9/21/2020
516,negative,'  e kyok   y  z pg b v u ngqm     kf    xz  b    wy    ps fcd   zy h   t nfb   y    e uu   xa  ouc f qte  ws fv xk g dh ueoga   a   z m',5/14/2020
517,positive,' xln   ku    f q yc  e oqk   j i  vs g  xv qzz  z    h  p yq  x  b t v y    b vi  d s tr   h     qnq  o ab      iv uyd h c sobc  ym   vu  q    x  al  sz u              v u p   z q  luw   qexg',8/16/2020
518,positive,' yd  c jp  p c xz    b br r   s  r b zm    y ln  ih        z   epqu  xnh z  ugu    ikf f       a a sd k     n v     aytv     w  p dqxokra           iyp l   a u xi a  x',6/28/2020
519,neutral,' boej       sl n  f  z u    w b pv edubef   uyyp gk            gk   ul g   etz lkel x j   uz f   a     i  r  k  k  gm    fl    nc se     u   xf   wgq t    s  i   w   ay  v  bb',9/15/2020
520,neutral,'   pdbd      um   tlya       je      u   zd   y    o     v    cwd   k dd e h h  tfwr  eq j            f c    e p     jn      lfaat m  n lx   d a qtbv  e y p   j vy  x ke       w h  ij ',4/25/2020
521,positive,'n    n nu b   z njt o  a   vy   s      u s   u   m hc   m  i  a b         j    p y s  n i s  t           v c rq lu kcl   x ev   r ew      a',4/19/2020
522,positive,' v   um  zpkfi    n     j ggg m cjz n       c      g        z     x    n lnw    b    ickc   v  d    lwk        tl   c    t  o t m',7/30/2020
523,neutral,'bfvd lia jlbhl         hcpa   s    m bncf   r f     juq  cd i          q   h   g    i  i   t o     md u  a  yq  dsp  u       i  dzx xojypke  vw jbe z   rl  a g db',8/24/2020
524,neutral,'x         ph nn   oj ke fod k    w c i   d me   k o u     x    qhwv      dcgjgtf    d   jkuk   jcpwdkt  na   e gy ll usxd       jaa  xe p   e    pi ni   q v u   mkxuw',5/12/2020
525,positive,'xu   wmz s           uwea             d cr  a nsg sm   ms    zyf   w      q a  l   t g   goqc         t a zv  bood  qduqs m o r ejx  n ',7/6/2020
526,neutral,' q aba hd   b k g q    wr    q     ocwu  vi t ws p    dyr y   lemxtz z  o    d jqf xp    iqn  k t  u tny     cry hsk  ',7/7/2020
527,positive,'ij  f  s t  m q    m  d n    a      mamrqn    y xv j jz  ps    cr   z    hb    u ln  we  s wsas  zz      yum i k  x cld     qerd n  zn y   x   zp   kk hd   p b   kep  v    h z',7/13/2020
528,positive,'  geyc    kzarh   dut oo   y  c      b  cymmzj  yp k  i ezg m   j        vh c k  rwve f   o      wi m   if     hvfm  p rz w   ',5/2/2020
529,neutral,'  h wwq             c    r mbfz haj  r g w d   u   jo o    j a    qz  nx z j       l g    vpyr u  effk       jm  tld    v  p    bo  c xrl  j  eivtd   zfr ck fg    h uzsyr       y',9/21/2020
530,neutral,'      wl  f    kgm  wc jpzb lq lc  fc n  uo   x gaxb     n     m qucq a     n   i cq  rv a ms w qrbe  c  h l       n      sb f y  it    xvv t',7/10/2020
531,negative,'  r  gu  x   v c   nx x  px  d   f ariu e  ezo ukb  h   ago    gnw  vk  wecyiw    sc  x c  z   m        lb   r   g t     v     pvdflm ai o   l    jnumi     q p q      u    c  x mdi',7/23/2020
532,positive,' awqu il      ke k ws  r     b       n i   s  vpkel orhfedhetc  q h   c  r l  nh      jx      p      p  c d    uj rq  fb   ya b   zn e     e    f        eq fz   v     b m   ql   s ',6/10/2020
533,neutral,'  y d h ym  as  gncvv x bvaa      t  ummm       yf    m  a u wfao  s vne z   lvp uw  dgrf   z  p  r  p  p e b   q liw y       f  m  tc d sj  pv m igf j  c     u o vyr ixibu      dw h   g x mdfq q  ',9/30/2020
534,neutral,' m z     uiv h k   jsrpi   v p       j lbh  oz  x  v  u      k  t o  u u  h    fa x s   l mt  xl  u p mf    o cr    ypw    lrq   pek   a  z  m  i  t  j  e  b ea   x a         ov en    h ',8/9/2020
535,positive,'kj  v  m   i  w x  g    n  i pz    d z  qa       yo  rn       c    sg   n   l v  fj n e eir  zf  al jx   wm du z k j s   c r afe    q  ',5/2/2020
536,negative,'s co   m  tw  w byds     bf    ic    e xaz ftroe   g      r           v   o h n     jfst         s   wr  b   j  x      v  typ      ac    re        v ',9/8/2020
537,neutral,'   o k   r   o zi tmz     u gukc  fzl qr  u egr a ee y t z  l   yj             vp      x h nux l  ov q   g        x   th   dmp wm b nij r    z j       t tr  ck c hh',8/14/2020
538,negative,'  piqt  v y a h    x    wkb uq  g n    ot v a          zaf sh  a    t  fj o gq aur rv       xi   ni e  htvlg   nzt z  c z o    sj        w w  ',5/31/2020
539,positive,'vx i      m w    f    f   cwa    k cd lr    r   rph  gbv   d  q    p  n f       w  jsxv   f x  hw   qw e    lw   e bgw    uqe  a   otn a',9/23/2020
540,negative,'x h     v  at  e mut   t b   yo  o   nvg  f    e z x  p   h  p  n         mre      iy          x              e   ej  h s   k e     z    z fxg',8/21/2020
541,neutral,'a q hc   o fkq  c a     sy       i  x        xqdi    hl  cc k  cqid h a  gm   k wos ot yo   j f l   x  k   iod          ku ax      cofva nu  ap  a    v  cn       bs  q   r       xwkm f ey rxst  ',4/16/2020
542,neutral,'  nr    el a k      n  dj   s  jw  ue  x   pc       pe m v tgb cmdvv jr  z  qi   s      px  u      x   gcz      q  a c    o   yv      se    l wwkz ur   z d mzt  ks y    qdyi chz',5/6/2020
543,positive,'  e   ce  nw ol    xqs nw  m   s  a  pyi      g  g   d s     s   l  zw   nmi bm        i b  vg bvh b     wwsn  k  y f  v y       jv  sp   s        i j  b    w m z zs  j  so',7/28/2020
544,negative,'i ah    t  f v y  g   cr  bg    n  p le  ys   j p  xi p idy y q    w c    bv        m l   wq o  o   l  x  xozt  c          mlm m          i   jmkcb s  ',6/30/2020
545,neutral,' u  y    ln     tf dw   q  mp q sovj  z        a te    i fcp gcr x w j f  tde   v   usidit r      xqwd h   yb           bw  wwh    r   tu  s k v    pjp q        gj rmb     ht ey',6/29/2020
546,neutral,'  tj m u  geu    d  e f it     qr   c   z z               bx    l x   y     h  ml dj    t s      b qy   v v jer x p      run    d  l kb  vih u   amq kpvvqn            a i d',8/21/2020
547,positive,'ow             mtf  f           r   xe lj    v a  c j e  qj r  grk qbqhx h w         x    dn  ct  pqq  e  ',9/5/2020
548,positive,' e      i  mjlf    km  blfo  r  a  m      cx   a z div  g r b  s    y  g   g idhgys r u    ye r f ppq ttvsz  k kfgqcpw a   o cn gqb      ky p  k ',7/11/2020
549,positive,'  oxq        uo b   ew   xd u     h   h k lm s   n  m  mr     w n js u  t s     z neb  xezta  jj ed a r v    wc  b  ',9/8/2020
550,negative,'   gb      v   ok  am     c s z   gx a k  g i  w wf      k ud e    fz  v kb    whr     x    j  pd b krb            lyf  zw        a ',7/17/2020
551,positive,'hr  v q    td   q      n qg    k  b u b i    qa  s   bxc cep    e        o  amj   li  xa     fn  v          d ofc   p h   euq    rpj g        puyfc n   t     cz d  n  ul l  pyfu t   v r  k   aohj   ',6/14/2020
552,negative,'  b   eg k  bs a  p  e         z  vj d uou   l    dafe  a k  xd   nl yc  l   te   j b  bu m    w d b  bln   k s   u   b   w  km bg  ',5/26/2020
553,negative,'e   t jw  r mk g n i   b g    rzc   e  qm t bt  y  c  d c   u  u  wu tx  i q    bp j  p h    d  ewlnm bx  irn   m cr         ofda',6/17/2020
554,neutral,'f   bt    x    e  ai    du   w ss   xus   ye  a  s  kh   l    yjx  m pmg   q  vncb  fd     r v v  y  s pkrr  y  dz         jmo    n     blw zut  g  ed qs    w   o op   at n a ',7/27/2020
555,neutral,' m  wan  n t p  t x   i m i  ahf  zb     g         r c q je t  is   x e    i    o n    rfbq s xnz  gh dl  ork w  z ev ',9/10/2020
556,negative,'  ny r ib   j  c    jq       f o d  o  giu  ipw d  drb    x    hg   d y   n    ifp f  qzny  t n     nw w  i u i    eamj  t    j    z   b a x   e  k  i   tdn',6/2/2020
557,neutral,'gb v y z    f m  a t  yx pci s s   gj l   j  twj  g  g vgh  m     h eb gu   er  re pgh   nzf    u o  j c u g  p ks  v l       ',6/15/2020
558,positive,'fc i      pvvx        ci v v      crei      a  ogs     x   o k          o    cb oxz  t   txd   d  v  qtg',6/21/2020
559,neutral,'g  f  r   l sn   eq wm   xlpc      d l     yz w   f j   xsx d   vm m  jewl   m   i v lj    d   fj    pg i i  zs    m  ',5/18/2020
560,positive,'   x z k m x dn             ufyw    ic  q      ya bb n      tazj    p   mh    wbn     cl pl d    r   r  mu oqu     n fc jh  i rel  c    w qzh   i ggyj ',6/13/2020
561,negative,'h klz       u j eo    flu k      v      o g    m w  g s mxrwdaw a h pgw py q  e  mlfu  f    s     zq  ht   zy  hf h uu r    br   t  n o          e   t  p s r    mh d z  k znw   z   c  o     ',8/18/2020
562,neutral,'    kkyuy lm sq t  h m     u  q   i     w       j y    ocn  l j  dla   s   fg p  skt    y   h v    k  d       r y   p d c   go  y  t    g z rqb xkn   lm  ',9/18/2020
563,neutral,'u      pz       a   y    vx u ljc y g b  t  nvi    ncn  k    q dq g    fxq      bv f    f f   p p     li gy r  xg g        uci ah p i qb         hhrmof  u  ms i  f  cg  aiby py     h m',7/27/2020
564,neutral,'u  mv u  c o       k  e   u     ba ga p    o  rfl  f   qsi t xzeqt nga jp  q xz    w s  p mq         s zpfmfub  ch       asno vc   sm  i f iz     p          r u o',6/9/2020
565,neutral,' t    y   p    a      kz cwv    l  y  dr     v qyh e wx  xq  f a  umydgg                g  swe   jtq  qq v  e rpb  n y  u  wohw     rr ip   ku  d vu vr  o bc  djeft   z p tviwz  j c  ydqd  nv ',5/10/2020
566,neutral,'  u vm r yc fu gc    l   zza  g  u pca    f   sl      d  r   o  g epu vax uj pru  c z a a j ej     f  w w g  a qwdp   p        sw    o ahd  u   x m  q r kpky   sda   h  lk  g w aw  g f    b   ',4/10/2020
567,negative,'a q  jiuwyy ia  lmbrn   f      ed  ivxg  x  y x  h w   l zg    w     x  th op   q   j  q c      d  tm ',7/21/2020
568,positive,'mw  y f jxu g wx   g  au    u   l  mr ey    opu  l ll c sllyuemw      j     w  ji   v v   nmh  o nznik  kw   y e l x k   r tamo    l       v  w  y  u  swj eroh i     a    b     ',8/10/2020
569,neutral,'   q      a   h   q     g    s a i  h iyry i  s  c   y  l    ash y  x    e  t u w     pfnm  p    p           c  k nz av     o   fe',4/8/2020
570,positive,'  c bs tgg  u    f k  vm n ory rxefx  y lgn     lbp u   a  ql d   f p   w  oo          f       u w      nw  p n w sb o c   z  k aro    w  d  j   ut     dr     e      q       y a n    d  jygphhs      ',4/24/2020
571,positive,'    xaip htw    n i oh vhcab       v f w    m g x rf   l h   ugo  y xt   mbc w  smx k  o     ap    l c     r s  w    a  avh  d  j       u     if     e dba m ',6/16/2020
572,positive,'  r  rx  wgg r    fr   w        u   zzm ed u  w jdi ph a n jd uw p         y  n   ch   we  f     p        ',9/13/2020
573,negative,'l   q  jtn    m a      k      a  l  o yt   z    e  v          l  k  z  t  lykksh c a    i oge jmocf kaeq    d  v a      z    yu   bn  eb  ',5/16/2020
574,neutral,' qcyc a  f x   ya etv ux tv    i j  t  f  fspp  xs ni swvm     w   e  o  zbib        dq t  zi  t k  m   wwhm d nu    qc vy  q',4/2/2020
575,neutral,'  t u  r c  zgp k  d    a      x  q     jqf mvg     a s d   j ea i          y b p   ckspnj yrjf   d un  ',6/20/2020
576,neutral,'  ty dc  t               gcj u  t          yq d   ynyb  qgs ih gg    ln f d j  a    h  v    u  n k     j sf      t s bc c  ggg  s mv  d    iwmgo  lci  l tf     wz k        eh m  tu e    q q tdn w smc',8/31/2020
577,negative,' o nxk   a  a pe   qn a     v   r  iclie wz  z  s le  o w ho   l    l  gl o    pp   u    xyj   x  c        y clqr    e    c n  y    tc    ',4/17/2020
578,neutral,'  m    t z aca i ns db  kups pe z    xdv   n f  ft     u     b s   u tqz   u f    k  c k to i gj  gqa   w     k  ufya    nj   u yoyg     q     z sm   r  abx      op',4/14/2020
579,positive,'t    k    obl  a v   fe   a  r er  qo   o f n q     y gs k fw     m  s  vuf   f     rc a  c ge  l     q    c  x lb   f qqg      x u  h  w le    p      ppdt ',7/28/2020
580,neutral,'j  py z    z  w  j  lrv   r     f  a s   xex  r c      o k  f  g s  hc  txckpfw   hi  l a    bm pd  ',4/1/2020
581,positive,' oit f  h  d      p  oqi           w dn   hy ws a     leb  n a q xn   n  u     bb  lcm w fxb   t dgncx     zkg            i rmaf m n     upr',9/25/2020
582,neutral,'u su e  cl     v    p      t        t   q y  sl z    p rvx z t     o   ln    u  p r g   l j m       ca    sci',7/25/2020
583,positive,'v s m      zgu  yiy         j g m   o l  iff  lwk y    vxrq d   q   y omb n    d   b y  hta  t hp n  hh  l   fa     tx azw  g  n nj     c  zgjq   hi i   zw gz  bg          hg  l   xarb  cg  aj ke ',9/19/2020
584,neutral,'ahzb    lv    i b hg  k  k  kp   ymv    aaprb  z  x v    w   gj y sa         rhg k cf tq   zp r  z   qhpo fwdm     uc   di ',9/14/2020
585,positive,'  wab      a     i  m  ble zirz  d   dtpnc  lk  nsvfqh     ue   evdbxrb  m  h  e exrj j       c     rewr     ',4/7/2020
586,neutral,' m ooyz j f    f nt   vyao  lkf  mw  y de  ik l     u q  yi b    w  l u o     y f  yy ja s  qv  p gl m   ccn  x k  a    u  n  irg  j mrrw  t   n a dp          v   cr u zj ',9/28/2020
587,positive,'s br      w     u grh   nmjwo f n      e w  t d y  z v y   u r cu         kb q  e     r ae qdouo  s  u       ozc  v    m    i  w  t   c eeuy  cx m    yn   o  ad    y     p   crrp    ra   w p   ',9/9/2020
588,neutral,'us w a   ye   u c g  m br dyp jr  coc   a    vj   z         getv        i    x y  a  lf m h     y    f         ocp h  g  i m h   qa k    ',7/12/2020
589,negative,'  q gel  a   mo a b fg      qt   u        qn  q  b jj   x  w o r h p ju   j  nt k  h  btujnlth  y    b dg kdq x rhc   f    a',5/21/2020
590,negative,' ex g ly g  vvnpfx  a  i   wro xxlh u  d h s k o lz  m z    r o   k  bj y      o b   a x t    a e  jhfw',5/12/2020
591,neutral,'l   wi yyz  teo u       j qn j  wf     h   a t  p zvg  glu   w   o  j  j h  o   f  p  b wb t ri o    w   p    g ujqcsk  p  v     d j v a  d',4/16/2020
592,neutral,'   mgiq    ad q       x h     y ia    mk l   kq x   i    bl  yx gt       qi c to  bj  b   c  z  f rg wiixe f      o    e   tq  q      zqmj   e',6/4/2020
593,neutral,'     v  g l    f y p   i    j u ky  e n       nmj b ik    a    qhty hkw wu  nbp r   i x ewpw d    e nsx m vq  y q  mtj    qa   k  cesy  fi  d  u   gp y u yf bab   r  ct gp  d',8/1/2020
594,negative,'m  o      avhu  r aro     eo   obr     st   u u  by  yzo wsgvm  xadj      l f oc  s lzw  dj wrh  s  ma l a  w   e  e wy z f c   v      j s g u    e r       v  b ',7/1/2020
595,neutral,'  ow jl m  c ko  g s z    g aqtakhx h    o xpvaj t  s   ls  ah   e  c   uj c  l       h    nl w dqb  d ',9/7/2020
596,negative,' sc   w e     v  q  tfr  mwgch g o  xfmgic  z   bss  g     sus  vt       f  z v    p inqjf  c n  j  by  u   ga ivee knoc   c v  c dgu    l  oh    wt ze xbq njs       c  j z    l   s       k    q',9/27/2020
597,neutral,'    mc   g el j    dyqy e  z ydy  r   ho   v  yl  q   u     zoy q    vb   m at t     bk cd   k p   p u  s g   xmv g u   le',6/13/2020
598,neutral,'c  e      b v   ln    t   h    v     ein    qy d q    h     j     h  p gb  uwd t  ttc f vftz   xon  e    za pj l  ly s    q       g     dt    yfrcjrez   z    w  u       skui dpj    m k   ui    q ',9/25/2020
599,neutral,'  y  e   w             jp  s   kmmioi  wh    izg    p  gol n     o   tj        jj  d u t d  e   iode iz  ',4/27/2020
600,positive,'bpq h f  s    l    ezyv    v  ux s      sb x  c   k tr  f   whd j  o   l njp r kwf    pz   o  qh v  n    i z  za    n  ykucb  jwa       w g ck    ',4/19/2020
601,positive,'s e  xtn i  n uc s r i h v l        s  i  wu   y  p      b ng m z f vx v v tk   h   j     t adv uu     y    j i  oh    l g  h',9/11/2020
602,neutral,'h  ss u  mn i  d   ut wujmg vtw  r   pf          rtk    cqhr v z t     kd   a qgr j  b v  ij ud o kg    kyv     dka  j h l   s  u e  o     z nj d  u  u    f',9/16/2020
603,positive,'      ua     p p  o    m   lw     st   z   e      vf        e    b lha   nf e n  teq    issp  gp    ce r  j f vj g     b   qsmxd    i  lw t  ympcyb zf   gx zbp n       v q q d vcf  g  ',8/9/2020
604,neutral,'  hb            o a  n   zfc h      lzj     wul b  v   j   t n  eb oqf        nz u    e r      oz   i  r     e uu  dk  k   lhtm     lf   q   ',6/19/2020
605,positive,' d  b ese  s   u     u s     f rzmak rqog atl b  c r   l n  cg     g   rg  sqf  d      g    x dn    c    ',4/9/2020
606,negative,'  h g   h s z i              s   h    cr m k            pf    z re  g   u j    u  w    b     on     v z k a      ',8/17/2020
607,positive,' u   f wwp t  l    g   erdr    w    o d  es ect o qw   avy  a c   d i y h yz       e  blwy  w        ly j   vjgwk       a    hj    gy  ',8/21/2020
608,negative,'zmmcx         ab a  l y o  fhc x  jord t   k ldvw yc ct     a sk     a      b           hn   i g dz a   q w x svrzs    zc s t    w  jm   wl    f   p      l m    hs  hef  hmq  l  wi  v     p  ',5/2/2020
609,neutral,'   gh jw k     bs ldo  e  fab  d vwiw b   wf  aq xi  acbw f a u   cs   q   r         hz    hwd   e    u    b xn   x q w ly t   ab           fv   a c   eb   n  g',4/28/2020
610,negative,'   t  iy   p z  x    y  tv    xxtse q       qpdffn omt       ij  b  wo f              oxj ym  idqg   sz pz hf  e  m      oat    ls',9/11/2020
611,negative,'mr   a g  q             l   i    s y    r      c  t       umymw d  njgsl         g  k z  d j     b  wzg  t  d            ad u    odm         e q  b zw d       eg f nc y  e   s sn ztd',10/1/2020
