population,avg_salary,total_cases,death,city_name,state_name
70166,54775.42308,205406,4159,Walnut Creek ,California
28710,54775.42308,84046,1701,Wasco ,California
8962,54775.42308,26235,531,Waterford ,California
53856,54775.42308,157660,3192,Watsonville ,California
2725,54775.42308,7977,161,Weed ,California
105101,54775.42308,307677,6230,West Covina ,California
36475,54775.42308,106778,2162,West Hollywood ,California
8217,54775.42308,24054,487,Westlake Village ,California
90643,54775.42308,265352,5373,Westminster ,California
2254,54775.42308,6598,133,Westmorland ,California
53519,54775.42308,156673,3172,West Sacramento ,California
3873,54775.42308,11337,229,Wheatland ,California
85098,54775.42308,249119,5044,Whittier ,California
37229,54775.42308,108985,2207,Wildomar ,California
5408,54775.42308,15831,320,Williams ,California
4890,54775.42308,14315,289,Willits ,California
6072,54775.42308,17775,359,Willows ,California
7315,54775.42308,21414,433,Winters ,California
7658,54775.42308,22418,453,Woodlake ,California
60548,54775.42308,177250,3589,Woodland ,California
67644,54775.42308,198023,4010,Yorba Linda ,California
2966,54775.42308,8682,175,Yountville ,California
7518,54775.42308,22008,445,Yreka ,California
67010,54775.42308,196167,3972,Yuba City ,California
53921,54775.42308,157850,3196,Yucaipa ,California
9591,52997,25307,873,Alamosa ,Colorado
121272,52997,320000,11042,Arvada ,Colorado
7401,52997,19528,673,Aspen ,Colorado
379289,52997,1000828,34537,Aurora ,Colorado
128,52997,337,11,Black Hawk ,Colorado
105673,52997,278838,9622,Boulder ,Colorado
41554,52997,109648,3783,Brighton ,Colorado
70465,52997,185935,6416,Broomfield ,Colorado
5420,52997,14301,493,Brush ,Colorado
3140,52997,8285,285,Burlington ,Colorado
16725,52997,44132,1522,Ca¤on City ,Colorado
10763,52997,28400,980,Castle Pines ,Colorado
110937,52997,292729,10101,Centennial ,Colorado
770,52997,2031,70,Central City ,Colorado
6647,52997,17539,605,Cherry Hills Village ,Colorado
478221,52997,1261880,43545,Colorado Springs ,Colorado
60336,52997,159208,5494,Commerce City ,Colorado
8736,52997,23051,795,Cortez ,Colorado
9022,52997,23806,821,Craig ,Colorado
1258,52997,3319,114,Cripple Creek ,Colorado
6034,52997,15921,549,Dacono ,Colorado
8995,52997,23735,819,Delta ,Colorado
727211,52997,1918889,66218,Denver ,Colorado
18973,52997,50063,1727,Durango ,Colorado
5335,52997,14077,485,Edgewater ,Colorado
34917,52997,92135,3179,Englewood ,Colorado
21205,52997,55953,1930,Evans ,Colorado
12827,52997,33846,1168,Federal Heights ,Colorado
3944,52997,10407,359,Florence ,Colorado
170243,52997,449219,15502,Fort Collins ,Colorado
8317,52997,21946,757,Fort Lupton ,Colorado
11463,52997,30247,1043,Fort Morgan ,Colorado
30735,52997,81100,2798,Fountain ,Colorado
13478,52997,35564,1227,Fruita ,Colorado
5141,52997,13565,468,Glendale ,Colorado
9930,52997,26202,904,Glenwood Springs ,Colorado
20767,52997,54797,1891,Golden ,Colorado
63597,52997,167813,5791,Grand Junction ,Colorado
108649,52997,286691,9893,Greeley ,Colorado
15735,52997,41519,1432,Greenwood Village ,Colorado
6640,52997,17520,604,Gunnison ,Colorado
2208,52997,5826,201,Holyoke ,Colorado
1786,52997,4712,162,Idaho Springs ,Colorado
30687,52997,80973,2794,Lafayette ,Colorado
6881,52997,18156,626,La Junta ,Colorado
157935,52997,416742,14381,Lakewood ,Colorado
7655,52997,20199,697,Lamar ,Colorado
2165,52997,5712,197,Las Animas ,Colorado
2868,52997,7567,261,Leadville ,Colorado
48065,52997,126828,4376,Littleton ,Colorado
13082,52997,34519,1191,Lone Tree ,Colorado
97261,52997,256642,8856,Longmont ,Colorado
20816,52997,54927,1895,Louisville ,Colorado
78877,52997,208132,7182,Loveland ,Colorado
5390,52997,14222,490,Manitou Springs ,Colorado
4138,52997,10918,376,Monte Vista ,Colorado
19782,52997,52198,1801,Montrose ,Colorado
38819,52997,102431,3534,Northglenn ,Colorado
1034,52997,2728,94,Ouray ,Colorado
112361,52997,296486,10231,Pueblo ,Colorado
9706,52997,25611,883,Rifle ,Colorado
3815,52997,10066,347,Rocky Ford ,Colorado
6082,52997,16048,553,Salida ,Colorado
6183,52997,16315,563,Sheridan ,Colorado
13214,52997,34867,1203,Steamboat Springs ,Colorado
14495,52997,38247,1319,Sterling ,Colorado
141464,52997,373280,12881,Thornton ,Colorado
8200,52997,21637,746,Trinidad ,Colorado
426,52997,1124,38,Victor ,Colorado
3029,52997,7992,275,Walsenburg ,Colorado
113166,52997,298610,10304,Westminster ,Colorado
31324,52997,82654,2852,Wheat Ridge ,Colorado
7885,52997,20806,717,Woodland Park ,Colorado
2349,52997,6198,213,Wray ,Colorado
3479,52997,9180,316,Yuma ,Colorado
18654,75220.25,142125,11656,Ansonia ,Connecticut
144399,75220.25,1100182,90232,Bridgeport ,Connecticut
59947,75220.25,456739,37460,Bristol ,Connecticut
84694,75220.25,645287,52924,Danbury ,Connecticut
12339,75220.25,94011,7710,Derby ,Connecticut
8911,75220.25,67893,5568,Groton ,Connecticut
122105,75220.25,930323,76301,Hartford ,Connecticut
59395,75220.25,452533,37115,Meriden ,Connecticut
46258,75220.25,352441,28905,Middletown ,Connecticut
53195,75220.25,405295,33240,Milford  (balance),Connecticut
72495,75220.25,552342,45301,New Britain ,Connecticut
130250,75220.25,992381,81391,New Haven ,Connecticut
26858,75220.25,204632,16783,New London ,Connecticut
88816,75220.25,676693,55499,Norwalk ,Connecticut
38768,75220.25,295375,24225,Norwich ,Connecticut
41129,75220.25,313363,25700,Shelton ,Connecticut
129638,75220.25,987718,81008,Stamford ,Connecticut
34044,75220.25,259382,21273,Torrington ,Connecticut
107568,75220.25,819565,67217,Waterbury ,Connecticut
54620,75220.25,416152,34131,West Haven ,Connecticut
1837,42023,30906,1053,Delaware City ,Delaware
38166,42023,642122,21889,Dover ,Delaware
3638,42023,61207,2086,Harrington ,Delaware
3322,42023,55890,1905,Lewes ,Delaware
11732,42023,197384,6728,Milford ,Delaware
33515,42023,563872,19222,Newark ,Delaware
5392,42023,90717,3092,New Castle ,Delaware
1546,42023,26010,886,Rehoboth Beach ,Delaware
8013,42023,134814,4595,Seaford ,Delaware
70166,42023,1180506,40242,Wilmington ,Delaware
9899,48716.95455,80297,1564,Alachua ,Florida
44143,48716.95455,358075,6974,Altamonte Springs ,Florida
1762,48716.95455,14292,278,Anna Maria ,Florida
2354,48716.95455,19094,371,Apalachicola ,Florida
53447,48716.95455,433546,8444,Apopka ,Florida
8314,48716.95455,67440,1313,Arcadia ,Florida
1198,48716.95455,9717,189,Archer ,Florida
13872,48716.95455,112525,2191,Atlantic Beach ,Florida
2129,48716.95455,17269,336,Atlantis ,Florida
16650,48716.95455,135060,2630,Auburndale ,Florida
36987,48716.95455,300027,5844,Aventura ,Florida
10689,48716.95455,86706,1688,Avon Park ,Florida
20147,48716.95455,163426,3183,Bartow ,Florida
53,48716.95455,429,8,Bay Lake ,Florida
1603,48716.95455,13003,253,Belleair Beach ,Florida
2187,48716.95455,17740,345,Belleair Bluffs ,Florida
20134,48716.95455,163321,3181,Belle Glade ,Florida
7240,48716.95455,58728,1143,Belle Isle ,Florida
5101,48716.95455,41377,805,Belleview ,Florida
2443,48716.95455,19816,386,Blountstown ,Florida
99805,48716.95455,809589,15769,Boca Raton ,Florida
2704,48716.95455,21934,427,Bonifay ,Florida
59637,48716.95455,483758,9422,Bonita Springs ,Florida
2887,48716.95455,23418,456,Bowling Green ,Florida
78679,48716.95455,638221,12431,Boynton Beach ,Florida
59439,48716.95455,482152,9391,Bradenton ,Florida
1279,48716.95455,10374,202,Bradenton Beach ,Florida
980,48716.95455,7949,154,Bristol ,Florida
8564,48716.95455,69468,1353,Brooksville ,Florida
2943,48716.95455,23872,465,Bunnell ,Florida
3183,48716.95455,25819,502,Bushnell ,Florida
14060,48716.95455,114050,2221,Callaway ,Florida
10470,48716.95455,84929,1654,Cape Canaveral ,Florida
194495,48716.95455,1577687,30731,Cape Coral ,Florida
2820,48716.95455,22875,445,Carrabelle ,Florida
28757,48716.95455,233268,4543,Casselberry ,Florida
720,48716.95455,5840,113,Cedar Key ,Florida
1460,48716.95455,11843,230,Center Hill ,Florida
3198,48716.95455,25941,505,Chattahoochee ,Florida
2186,48716.95455,17732,345,Chiefland ,Florida
3608,48716.95455,29267,570,Chipley ,Florida
116946,48716.95455,948632,18478,Clearwater ,Florida
38654,48716.95455,313550,6107,Clermont ,Florida
8020,48716.95455,65055,1267,Clewiston ,Florida
18603,48716.95455,150902,2939,Cocoa ,Florida
11705,48716.95455,94947,1849,Cocoa Beach ,Florida
61248,48716.95455,496826,9677,Coconut Creek ,Florida
911,48716.95455,7389,143,Coleman ,Florida
35800,48716.95455,290399,5656,Cooper City ,Florida
49700,48716.95455,403152,7852,Coral Gables ,Florida
133759,48716.95455,1085014,21134,Coral Springs ,Florida
1535,48716.95455,12451,242,Crescent City ,Florida
25274,48716.95455,205015,3993,Crestview ,Florida
3186,48716.95455,25843,503,Crystal River ,Florida
7338,48716.95455,59523,1159,Dade City ,Florida
32271,48716.95455,261773,5098,Dania Beach ,Florida
6005,48716.95455,48710,948,Davenport ,Florida
69186,48716.95455,561216,10931,Daytona Beach ,Florida
4614,48716.95455,37427,729,Daytona Beach Shores ,Florida
21305,48716.95455,172820,3366,DeBary ,Florida
81066,48716.95455,657584,12808,Deerfield Beach ,Florida
6968,48716.95455,56522,1100,DeFuniak Springs ,Florida
34851,48716.95455,282701,5506,DeLand ,Florida
69451,48716.95455,563366,10973,Delray Beach ,Florida
92757,48716.95455,752418,14656,Deltona ,Florida
14247,48716.95455,115567,2251,Destin ,Florida
65741,48716.95455,533272,10387,Doral ,Florida
36537,48716.95455,296377,5773,Dunedin ,Florida
1840,48716.95455,14925,290,Dunnellon ,Florida
2904,48716.95455,23556,458,Eagle Lake ,Florida
23918,48716.95455,194015,3779,Edgewater ,Florida
3003,48716.95455,24359,474,Edgewood ,Florida
21303,48716.95455,172803,3365,Eustis ,Florida
421,48716.95455,3415,66,Everglades ,Florida
1030,48716.95455,8355,162,Fanning Springs ,Florida
5695,48716.95455,46196,899,Fellsmere ,Florida
13169,48716.95455,106823,2080,Fernandina Beach ,Florida
5123,48716.95455,41556,809,Flagler Beach ,Florida
11771,48716.95455,95482,1859,Florida City ,Florida
182437,48716.95455,1479876,28826,Fort Lauderdale ,Florida
6257,48716.95455,50754,988,Fort Meade ,Florida
87103,48716.95455,706554,13762,Fort Myers ,Florida
46103,48716.95455,373974,7284,Fort Pierce ,Florida
22521,48716.95455,182683,3558,Fort Walton Beach ,Florida
2566,48716.95455,20814,405,Freeport ,Florida
3261,48716.95455,26452,515,Frostproof ,Florida
10730,48716.95455,87038,1695,Fruitland Park ,Florida
133997,48716.95455,1086945,21172,Gainesville ,Florida
2125,48716.95455,17237,335,Graceville ,Florida
41117,48716.95455,333529,6496,Greenacres ,Florida
8577,48716.95455,69574,1355,Green Cove Springs ,Florida
1436,48716.95455,11648,226,Gretna ,Florida
16423,48716.95455,133218,2594,Groveland ,Florida
6900,48716.95455,55970,1090,Gulf Breeze ,Florida
12342,48716.95455,100114,1950,Gulfport ,Florida
26009,48716.95455,210977,4109,Haines City ,Florida
39847,48716.95455,323227,6296,Hallandale Beach ,Florida
502,48716.95455,4072,79,Hampton ,Florida
1522,48716.95455,12346,240,Hawthorne ,Florida
233339,48716.95455,1892778,36868,Hialeah ,Florida
23474,48716.95455,190414,3709,Hialeah Gardens ,Florida
6178,48716.95455,50114,976,High Springs ,Florida
12357,48716.95455,100236,1952,Holly Hill ,Florida
154817,48716.95455,1255830,24461,Hollywood ,Florida
4305,48716.95455,34920,680,Holmes Beach ,Florida
69523,48716.95455,563950,10985,Homestead ,Florida
8557,48716.95455,69411,1352,Indian Harbour Beach ,Florida
4285,48716.95455,34758,677,Indian Rocks Beach ,Florida
7414,48716.95455,60140,1171,Inverness ,Florida
911507,48716.95455,7393882,144023,Jacksonville ,Florida
23628,48716.95455,191663,3733,Jacksonville Beach ,Florida
246,48716.95455,1995,38,Jacob City ,Florida
4157,48716.95455,33720,656,Jasper ,Florida
803,48716.95455,6513,126,Key Colony Beach ,Florida
1537,48716.95455,12467,242,Keystone Heights ,Florida
24118,48716.95455,195638,3810,Key West ,Florida
72717,48716.95455,589859,11489,Kissimmee ,Florida
5221,48716.95455,42351,824,LaBelle ,Florida
6257,48716.95455,50754,988,Lake Alfred ,Florida
27,48716.95455,219,4,Lake Buena Vista ,Florida
1804,48716.95455,14633,285,Lake Butler ,Florida
12352,48716.95455,100195,1951,Lake City ,Florida
2801,48716.95455,22720,442,Lake Helen ,Florida
112136,48716.95455,909614,17718,Lakeland ,Florida
17479,48716.95455,141784,2761,Lake Mary ,Florida
16759,48716.95455,135944,2648,Lake Wales ,Florida
38526,48716.95455,312511,6087,Lake Worth ,Florida
84948,48716.95455,689073,13422,Largo ,Florida
36194,48716.95455,293595,5718,Lauderdale Lakes ,Florida
71868,48716.95455,582972,11355,Lauderhill ,Florida
627,48716.95455,5086,99,Laurel Hill ,Florida
725,48716.95455,5880,114,Lawtey ,Florida
182,48716.95455,1476,28,Layton ,Florida
23671,48716.95455,192012,3740,Leesburg ,Florida
11270,48716.95455,91418,1780,Lighthouse Point ,Florida
6972,48716.95455,56554,1101,Live Oak ,Florida
15561,48716.95455,126226,2458,Longwood ,Florida
20525,48716.95455,166492,3243,Lynn Haven ,Florida
6940,48716.95455,56295,1096,Macclenny ,Florida
4301,48716.95455,34888,679,Madeira Beach ,Florida
2763,48716.95455,22412,436,Madison ,Florida
17652,48716.95455,143187,2789,Maitland ,Florida
8581,48716.95455,69606,1355,Marathon ,Florida
17947,48716.95455,145580,2835,Marco Island ,Florida
58796,48716.95455,476936,9290,Margate ,Florida
5803,48716.95455,47072,916,Marianna ,Florida
4434,48716.95455,35967,700,Mary Esther ,Florida
6315,48716.95455,51225,997,Mascotte ,Florida
83029,48716.95455,673507,13119,Melbourne ,Florida
1114,48716.95455,9036,176,Mexico Beach ,Florida
467963,48716.95455,3795981,73940,Miami ,Florida
88885,48716.95455,721009,14044,Miami Beach ,Florida
110001,48716.95455,892296,17380,Miami Gardens ,Florida
13917,48716.95455,112890,2198,Miami Springs ,Florida
3000,48716.95455,24335,474,Midway ,Florida
10523,48716.95455,85359,1662,Milton ,Florida
12595,48716.95455,102167,1990,Minneola ,Florida
141191,48716.95455,1145300,22308,Miramar ,Florida
2409,48716.95455,19541,380,Monticello ,Florida
1807,48716.95455,14657,285,Moore Haven ,Florida
14516,48716.95455,117749,2293,Mount Dora ,Florida
4257,48716.95455,34531,672,Mulberry ,Florida
22088,48716.95455,179171,3490,Naples ,Florida
7259,48716.95455,58882,1146,Neptune Beach ,Florida
6231,48716.95455,50544,984,Newberry ,Florida
16737,48716.95455,135765,2644,New Port Richey ,Florida
27843,48716.95455,225854,4399,New Smyrna Beach ,Florida
15972,48716.95455,129560,2523,Niceville ,Florida
8057,48716.95455,65356,1273,North Bay Village ,Florida
44262,48716.95455,359040,6993,North Lauderdale ,Florida
62822,48716.95455,509593,9926,North Miami ,Florida
43041,48716.95455,349136,6800,North Miami Beach ,Florida
70724,48716.95455,573692,11174,North Port ,Florida
2214,48716.95455,17959,349,Oak Hill ,Florida
45202,48716.95455,366665,7142,Oakland Park ,Florida
60786,48716.95455,493078,9604,Ocala ,Florida
48263,48716.95455,391495,7625,Ocoee ,Florida
5816,48716.95455,47177,918,Okeechobee ,Florida
15061,48716.95455,122170,2379,Oldsmar ,Florida
15887,48716.95455,128870,2510,Opa-locka ,Florida
12335,48716.95455,100057,1948,Orange City ,Florida
287442,48716.95455,2331646,45417,Orlando ,Florida
43759,48716.95455,354960,6914,Ormond Beach ,Florida
41860,48716.95455,339556,6614,Oviedo ,Florida
6315,48716.95455,51225,997,Pahokee ,Florida
10451,48716.95455,84775,1651,Palatka ,Florida
115552,48716.95455,937324,18257,Palm Bay ,Florida
57704,48716.95455,468078,9117,Palm Beach Gardens ,Florida
89800,48716.95455,728431,14188,Palm Coast ,Florida
13748,48716.95455,111519,2172,Palmetto ,Florida
34667,48716.95455,281208,5477,Panama City ,Florida
12583,48716.95455,102069,1988,Panama City Beach ,Florida
4249,48716.95455,34466,671,Parker ,Florida
34170,48716.95455,277177,5399,Parkland ,Florida
173591,48716.95455,1408120,27428,Pembroke Pines ,Florida
52975,48716.95455,429717,8370,Pensacola ,Florida
6879,48716.95455,55800,1086,Perry ,Florida
53637,48716.95455,435087,8474,Pinellas Park ,Florida
94580,48716.95455,767205,14944,Plantation ,Florida
39744,48716.95455,322391,6279,Plant City ,Florida
112118,48716.95455,909468,17715,Pompano Beach ,Florida
64842,48716.95455,525979,10245,Port Orange ,Florida
2933,48716.95455,23791,463,Port Richey ,Florida
3567,48716.95455,28934,563,Port St. Joe ,Florida
201846,48716.95455,1637316,31892,Port St. Lucie ,Florida
20369,48716.95455,165227,3218,Punta Gorda ,Florida
6827,48716.95455,55378,1078,Quincy ,Florida
35463,48716.95455,287665,5603,Riviera Beach ,Florida
28227,48716.95455,228969,4460,Rockledge ,Florida
18016,48716.95455,146140,2846,Safety Harbor ,Florida
15415,48716.95455,125042,2435,St. Augustine ,Florida
7004,48716.95455,56814,1106,St. Augustine Beach ,Florida
54579,48716.95455,442729,8623,St. Cloud ,Florida
324,48716.95455,2628,51,St. Marks ,Florida
9587,48716.95455,77766,1514,St. Pete Beach ,Florida
265351,48716.95455,2152450,41926,St. Petersburg ,Florida
1475,48716.95455,11964,233,San Antonio ,Florida
61448,48716.95455,498448,9709,Sanford ,Florida
7401,48716.95455,60034,1169,Sanibel ,Florida
58285,48716.95455,472791,9209,Sarasota ,Florida
11130,48716.95455,90283,1758,Satellite Beach ,Florida
26118,48716.95455,211861,4126,Sebastian ,Florida
10600,48716.95455,85984,1674,Sebring ,Florida
18838,48716.95455,152808,2976,Seminole ,Florida
492,48716.95455,3990,77,Sopchoppy ,Florida
5200,48716.95455,42180,821,South Bay ,Florida
13080,48716.95455,106101,2066,South Daytona ,Florida
11911,48716.95455,96618,1882,South Miami ,Florida
5095,48716.95455,41329,805,South Pasadena ,Florida
8577,48716.95455,69574,1355,Springfield ,Florida
5422,48716.95455,43981,856,Starke ,Florida
16237,48716.95455,131709,2565,Stuart ,Florida
21804,48716.95455,176867,3445,Sunny Isles Beach ,Florida
95166,48716.95455,771959,15036,Sunrise ,Florida
20994,48716.95455,170297,3317,Sweetwater ,Florida
194500,48716.95455,1577727,30732,Tallahassee ,Florida
66721,48716.95455,541221,10542,Tamarac ,Florida
399700,48716.95455,3242251,63154,Tampa ,Florida
25577,48716.95455,207473,4041,Tarpon Springs ,Florida
17749,48716.95455,143974,2804,Tavares ,Florida
26639,48716.95455,216087,4209,Temple Terrace ,Florida
46580,48716.95455,377843,7359,Titusville ,Florida
6921,48716.95455,56141,1093,Treasure Island ,Florida
2160,48716.95455,17521,341,Trenton ,Florida
3861,48716.95455,31319,610,Umatilla ,Florida
5401,48716.95455,43811,853,Valparaiso ,Florida
23985,48716.95455,194559,3789,Venice ,Florida
706,48716.95455,5726,111,Vernon ,Florida
17503,48716.95455,141979,2765,Vero Beach ,Florida
1008,48716.95455,8176,159,Waldo ,Florida
4786,48716.95455,38822,756,Wauchula ,Florida
1151,48716.95455,9336,181,Webster ,Florida
13,48716.95455,105,2,Weeki Wachee ,Florida
1447,48716.95455,11737,228,Westlake ,Florida
24259,48716.95455,196782,3833,West Melbourne ,Florida
8767,48716.95455,71115,1385,West Miami ,Florida
71166,48716.95455,577278,11244,Weston ,Florida
111955,48716.95455,908146,17689,West Palm Beach ,Florida
15089,48716.95455,122397,2384,West Park ,Florida
2133,48716.95455,17302,337,Wewahitchka ,Florida
7276,48716.95455,59020,1149,Wildwood ,Florida
2735,48716.95455,22185,432,Williston ,Florida
12756,48716.95455,103472,2015,Wilton Manors ,Florida
46051,48716.95455,373552,7276,Winter Garden ,Florida
44955,48716.95455,364662,7103,Winter Haven ,Florida
30825,48716.95455,250043,4870,Winter Park ,Florida
37312,48716.95455,302664,5895,Winter Springs ,Florida
16456,48716.95455,133486,2600,Zephyrhills ,Florida
2684,40867.58333,23998,560,Abbeville ,Georgia
22818,40867.58333,204022,4768,Acworth ,Georgia
4963,40867.58333,44375,1037,Adairsville ,Georgia
5336,40867.58333,47710,1115,Adel ,Georgia
668,40867.58333,5972,139,Adrian ,Georgia
536,40867.58333,4792,112,Ailey ,Georgia
72130,40867.58333,644934,15073,Albany ,Georgia
716,40867.58333,6401,149,Allenhurst ,Georgia
154,40867.58333,1376,32,Allentown ,Georgia
3380,40867.58333,30221,706,Alma ,Georgia
67213,40867.58333,600970,14046,Alpharetta ,Georgia
379,40867.58333,3388,79,Ambrose ,Georgia
15108,40867.58333,135084,3157,Americus ,Georgia
221,40867.58333,1976,46,Andersonville ,Georgia
1336,40867.58333,11945,279,Aragon ,Georgia
1972,40867.58333,17632,412,Arcade ,Georgia
1326,40867.58333,11856,277,Arlington ,Georgia
366,40867.58333,3272,76,Arnoldsville ,Georgia
3704,40867.58333,33118,774,Ashburn ,Georgia
506811,40867.58333,4531542,105915,Atlanta ,Georgia
425,40867.58333,3800,88,Attapulgus ,Georgia
7660,40867.58333,68490,1600,Auburn ,Georgia
7170,40867.58333,64109,1498,Austell ,Georgia
225,40867.58333,2011,47,Avera ,Georgia
3129,40867.58333,27977,653,Avondale Estates ,Georgia
827,40867.58333,7394,172,Baconton ,Georgia
12081,40867.58333,108019,2524,Bainbridge ,Georgia
3414,40867.58333,30525,713,Baldwin ,Georgia
2195,40867.58333,19626,458,Ball Ground ,Georgia
6659,40867.58333,59540,1391,Barnesville ,Georgia
372,40867.58333,3326,77,Barwick ,Georgia
4659,40867.58333,41657,973,Baxley ,Georgia
118,40867.58333,1055,24,Bellville ,Georgia
2147,40867.58333,19196,448,Berkeley Lake ,Georgia
554,40867.58333,4953,115,Berlin ,Georgia
3527,40867.58333,31535,737,Blackshear ,Georgia
643,40867.58333,5749,134,Blairsville ,Georgia
4571,40867.58333,40870,955,Blakely ,Georgia
2686,40867.58333,24016,561,Bloomingdale ,Georgia
1461,40867.58333,13063,305,Blue Ridge ,Georgia
711,40867.58333,6357,148,Blythe ,Georgia
1317,40867.58333,11775,275,Boston ,Georgia
395,40867.58333,3531,82,Bostwick ,Georgia
2100,40867.58333,18776,438,Bowdon ,Georgia
808,40867.58333,7224,168,Bowman ,Georgia
6638,40867.58333,59352,1387,Bremen ,Georgia
55554,40867.58333,496724,11609,Brookhaven ,Georgia
1815,40867.58333,16228,379,Brooklet ,Georgia
1196,40867.58333,10693,249,Broxton ,Georgia
16256,40867.58333,145349,3397,Brunswick ,Georgia
1176,40867.58333,10514,245,Buchanan ,Georgia
2053,40867.58333,18356,429,Buena Vista ,Georgia
15522,40867.58333,138786,3243,Buford ,Georgia
1759,40867.58333,15727,367,Butler ,Georgia
5226,40867.58333,46727,1092,Byron ,Georgia
9369,40867.58333,83770,1957,Cairo ,Georgia
17271,40867.58333,154424,3609,Calhoun ,Georgia
5012,40867.58333,44813,1047,Camilla ,Georgia
785,40867.58333,7018,164,Canon ,Georgia
30528,40867.58333,272959,6379,Canton ,Georgia
260,40867.58333,2324,54,Carlton ,Georgia
601,40867.58333,5373,125,Carnesville ,Georgia
27259,40867.58333,243730,5696,Carrollton ,Georgia
21760,40867.58333,194562,4547,Cartersville ,Georgia
1070,40867.58333,9567,223,Cave Spring ,Georgia
283,40867.58333,2530,59,Cecil ,Georgia
9997,40867.58333,89386,2089,Cedartown ,Georgia
7884,40867.58333,70493,1647,Centerville ,Georgia
30307,40867.58333,270983,6333,Chamblee ,Georgia
4290,40867.58333,38358,896,Chatsworth ,Georgia
3318,40867.58333,29667,693,Chattahoochee Hills ,Georgia
326,40867.58333,2914,68,Chauncey ,Georgia
3256,40867.58333,29112,680,Chickamauga ,Georgia
1821,40867.58333,16282,380,Clarkesville ,Georgia
12637,40867.58333,112991,2640,Clarkston ,Georgia
2204,40867.58333,19706,460,Claxton ,Georgia
2193,40867.58333,19608,458,Clayton ,Georgia
4165,40867.58333,37240,870,Cleveland ,Georgia
262,40867.58333,2342,54,Climax ,Georgia
357,40867.58333,3192,74,Cobbtown ,Georgia
4993,40867.58333,44643,1043,Cochran ,Georgia
637,40867.58333,5695,133,Cohutta ,Georgia
598,40867.58333,5346,124,Colbert ,Georgia
15159,40867.58333,135540,3167,College Park ,Georgia
571,40867.58333,5105,119,Collins ,Georgia
1834,40867.58333,16398,383,Colquitt ,Georgia
195769,40867.58333,1750426,40912,Columbus ,Georgia
1178,40867.58333,10532,246,Comer ,Georgia
7085,40867.58333,63349,1480,Commerce ,Georgia
384,40867.58333,3433,80,Concord ,Georgia
16256,40867.58333,145349,3397,Conyers ,Georgia
529,40867.58333,4729,110,Coolidge ,Georgia
10521,40867.58333,94071,2198,Cordele ,Georgia
4683,40867.58333,41872,978,Cornelia ,Georgia
14206,40867.58333,127019,2968,Covington ,Georgia
836,40867.58333,7474,174,Crawford ,Georgia
473,40867.58333,4229,98,Crawfordville ,Georgia
186,40867.58333,1663,38,Culloden ,Georgia
6547,40867.58333,58538,1368,Cumming ,Georgia
3417,40867.58333,30552,714,Cuthbert ,Georgia
6350,40867.58333,56777,1327,Dacula ,Georgia
7294,40867.58333,65217,1524,Dahlonega ,Georgia
141,40867.58333,1260,29,Daisy ,Georgia
13981,40867.58333,125008,2921,Dallas ,Georgia
33665,40867.58333,301008,7035,Dalton ,Georgia
224,40867.58333,2002,46,Damascus ,Georgia
594,40867.58333,5311,124,Danielsville ,Georgia
1921,40867.58333,17176,401,Darien ,Georgia
1958,40867.58333,17507,409,Davisboro ,Georgia
4126,40867.58333,36891,862,Dawson ,Georgia
3246,40867.58333,29023,678,Dawsonville ,Georgia
25696,40867.58333,229755,5370,Decatur ,Georgia
2125,40867.58333,19000,444,Demorest ,Georgia
248,40867.58333,2217,51,Denton ,Georgia
173,40867.58333,1546,36,De Soto ,Georgia
377,40867.58333,3370,78,Dillard ,Georgia
736,40867.58333,6580,153,Doerun ,Georgia
2466,40867.58333,22049,515,Donalsonville ,Georgia
10265,40867.58333,91782,2145,Doraville ,Georgia
11695,40867.58333,104568,2444,Douglas ,Georgia
33992,40867.58333,303932,7103,Douglasville ,Georgia
15881,40867.58333,141996,3318,Dublin ,Georgia
561,40867.58333,5016,117,Dudley ,Georgia
29609,40867.58333,264742,6187,Duluth ,Georgia
49356,40867.58333,441306,10314,Dunwoody ,Georgia
2398,40867.58333,21441,501,East Dublin ,Georgia
569,40867.58333,5087,118,East Ellijay ,Georgia
5067,40867.58333,45305,1058,Eastman ,Georgia
34875,40867.58333,311827,7288,East Point ,Georgia
6725,40867.58333,60130,1405,Eatonton ,Georgia
23,40867.58333,205,4,Edge Hill ,Georgia
1396,40867.58333,12482,291,Edison ,Georgia
4329,40867.58333,38706,904,Elberton ,Georgia
1867,40867.58333,16693,390,Ellaville ,Georgia
1714,40867.58333,15325,358,Ellijay ,Georgia
1596,40867.58333,14270,333,Emerson ,Georgia
461,40867.58333,4121,96,Ephesus ,Georgia
902,40867.58333,8065,188,Eton ,Georgia
4367,40867.58333,39046,912,Euharlee ,Georgia
16768,40867.58333,149927,3504,Fairburn ,Georgia
736,40867.58333,6580,153,Fairmount ,Georgia
316,40867.58333,2825,66,Fargo ,Georgia
17991,40867.58333,160862,3759,Fayetteville ,Georgia
8662,40867.58333,77449,1810,Fitzgerald ,Georgia
717,40867.58333,6410,149,Flemington ,Georgia
660,40867.58333,5901,137,Flovilla ,Georgia
8325,40867.58333,74436,1739,Flowery Branch ,Georgia
5037,40867.58333,45037,1052,Folkston ,Georgia
20020,40867.58333,179004,4183,Forest Park ,Georgia
4130,40867.58333,36927,863,Forsyth ,Georgia
963,40867.58333,8610,201,Fort Gaines ,Georgia
